DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass,day_of_week,hour_of_day,is_weekend,is_holiday
6/7/2019 18:00,7039,7034,659,151,3968,434,1147,647,29,4,18,0,FALSE
6/7/2019 19:00,7039,7034,659,151,3968,434,1147,647,29,4,19,0,FALSE
6/7/2019 20:00,7039,7034,659,151,3968,434,1147,647,29,4,20,0,FALSE
6/7/2019 21:00,7039,7034,659,151,3968,434,1147,647,29,4,21,0,FALSE
6/7/2019 22:00,7039,7034,659,151,3968,434,1147,647,29,4,22,0,FALSE
6/7/2019 23:00,7039,7034,659,151,3968,434,1147,647,29,4,23,0,FALSE
6/8/2019 0:00,7039,7034,659,151,3968,434,1147,647,29,5,0,1,FALSE
6/8/2019 1:00,7039,7034,659,151,3968,434,1147,647,29,5,1,1,FALSE
6/8/2019 2:00,7039,7034,659,151,3968,434,1147,647,29,5,2,1,FALSE
6/8/2019 3:00,7039,7034,659,151,3968,434,1147,647,29,5,3,1,FALSE
6/8/2019 8:00,6282,6904,977,-24,3893,397,1346,289,23,5,8,1,FALSE
6/8/2019 9:00,6534,7192,980,-24,3979,399,1392,443,23,5,9,1,FALSE
6/8/2019 10:00,6628,7248,974,-24,3904,413,1376,581,23,5,10,1,FALSE
6/8/2019 11:00,6679,7438,974,-20,3956,438,1396,671,22,5,11,1,FALSE
6/8/2019 19:00,6480,7170,1298,44,3908,436,1383,76,23,5,19,1,FALSE
6/8/2019 20:00,6548,7044,1303,16,3861,433,1386,21,23,5,20,1,FALSE
6/8/2019 21:00,6751,7116,1313,23,3930,439,1388,0,21,5,21,1,FALSE
6/10/2019 19:00,7040,7595,1358,361,3979,432,1351,82,30,0,19,0,FALSE
6/11/2019 8:00,7132,8198,1365,647,4064,455,1477,159,28,1,8,0,FALSE
6/11/2019 9:00,7371,8409,1369,498,4246,453,1514,297,30,1,9,0,FALSE
6/11/2019 10:00,7483,8509,1370,499,4221,463,1494,430,30,1,10,0,FALSE
6/11/2019 11:00,7555,8513,1368,652,4028,490,1413,531,30,1,11,0,FALSE
6/11/2019 12:00,7491,8595,1369,913,3893,470,1427,493,30,1,12,0,FALSE
6/11/2019 18:00,7206,8239,1374,838,3971,454,1448,123,30,1,18,0,FALSE
6/11/2019 19:00,7130,8089,1373,564,4115,482,1472,51,30,1,19,0,FALSE
6/12/2019 8:00,7228,7983,1371,424,4080,399,1465,220,23,2,8,0,FALSE
6/12/2019 9:00,7482,8017,1350,283,4064,395,1495,404,24,2,9,0,FALSE
6/12/2019 10:00,7461,8013,1336,338,3881,395,1482,556,25,2,10,0,FALSE
6/12/2019 11:00,7473,8092,1363,413,3856,404,1426,603,25,2,11,0,FALSE
6/12/2019 14:00,7508,8378,1329,668,3843,430,1371,709,26,2,14,0,FALSE
6/12/2019 15:00,7569,8382,1342,610,3903,438,1415,645,25,2,15,0,FALSE
6/12/2019 17:00,7350,8069,1361,531,3906,438,1413,396,24,2,17,0,FALSE
6/12/2019 18:00,7358,7875,1364,428,3982,437,1432,205,25,2,18,0,FALSE
6/12/2019 19:00,7215,7576,1361,419,3850,432,1413,75,25,2,19,0,FALSE
6/13/2019 9:00,7469,8032,1333,168,3947,397,1690,467,28,3,9,0,FALSE
6/13/2019 10:00,7617,8251,1300,90,4072,390,1781,589,28,3,10,0,FALSE
6/13/2019 11:00,7670,8407,1310,94,4113,397,1779,685,28,3,11,0,FALSE
6/13/2019 12:00,7779,8540,1312,79,4190,423,1754,752,28,3,12,0,FALSE
6/13/2019 13:00,7847,8510,1347,44,4172,457,1697,763,28,3,13,0,FALSE
6/13/2019 14:00,7830,8551,1335,75,4191,460,1721,739,29,3,14,0,FALSE
6/13/2019 15:00,7774,8509,1324,371,4000,438,1673,672,29,3,15,0,FALSE
6/13/2019 16:00,7680,8518,1320,331,4114,443,1741,538,29,3,16,0,FALSE
6/13/2019 17:00,7590,8261,1316,488,3944,436,1678,368,29,3,17,0,FALSE
6/13/2019 19:00,7430,7884,1358,423,4022,422,1522,107,29,3,19,0,FALSE
6/13/2019 20:00,7398,7699,1361,242,4001,423,1622,21,28,3,20,0,FALSE
6/13/2019 21:00,7593,7698,1364,48,4127,426,1706,0,27,3,21,0,FALSE
6/13/2019 22:00,7373,7724,1368,128,4066,407,1726,0,27,3,22,0,FALSE
6/14/2019 8:00,7235,7928,1372,630,3923,388,1328,259,27,4,8,0,FALSE
6/14/2019 9:00,7455,8087,1329,468,3935,391,1467,469,26,4,9,0,FALSE
6/14/2019 10:00,7627,8341,1317,500,3883,388,1590,635,26,4,10,0,FALSE
6/14/2019 12:00,7723,8574,1282,459,3908,422,1715,762,26,4,12,0,FALSE
6/14/2019 13:00,7824,8688,1307,375,4035,421,1751,772,25,4,13,0,FALSE
6/14/2019 14:00,7753,8773,1340,401,4107,422,1732,745,25,4,14,0,FALSE
6/14/2019 15:00,7705,8697,1353,626,3892,422,1719,658,25,4,15,0,FALSE
6/14/2019 18:00,7543,8357,1366,397,4207,435,1707,220,23,4,18,0,FALSE
6/14/2019 19:00,7419,8095,1370,335,4107,467,1721,71,23,4,19,0,FALSE
6/14/2019 20:00,7436,7974,1369,376,4023,421,1751,17,22,4,20,0,FALSE
6/14/2019 21:00,7557,7853,1372,359,3929,424,1745,0,23,4,21,0,FALSE
6/14/2019 22:00,7444,7902,1373,458,3899,405,1742,0,23,4,22,0,FALSE
6/17/2019 21:00,6781,7837,1370,228,3864,415,1934,0,25,0,21,0,TRUE
6/17/2019 22:00,6661,7774,1369,203,3840,396,1938,0,26,0,22,0,TRUE
6/18/2019 15:00,7849,8364,1303,381,3842,441,1822,547,28,1,15,0,FALSE
6/18/2019 16:00,7832,8320,1335,338,3977,462,1746,432,27,1,16,0,FALSE
6/18/2019 17:00,7673,8236,1277,378,4008,472,1785,288,27,1,17,0,FALSE
6/18/2019 18:00,7576,8064,1339,397,3912,476,1759,155,26,1,18,0,FALSE
6/25/2019 18:00,7396,7750,1354,350,3866,452,1537,140,49,1,18,0,FALSE
6/25/2019 19:00,7354,7603,1353,276,3863,455,1528,79,49,1,19,0,FALSE
6/27/2019 15:00,7987,8807,1314,201,3956,830,1810,656,38,3,15,0,FALSE
6/27/2019 16:00,7863,8723,1314,331,3938,854,1730,510,44,3,16,0,FALSE
6/23/2020 21:00,6949,6983,692,58,3846,1357,994,0,36,1,21,0,FALSE
6/26/2020 19:00,6748,7343,692,289,3847,1351,1063,63,36,4,19,0,FALSE
6/26/2020 21:00,6885,7200,691,386,3903,1164,1020,0,36,4,21,0,FALSE
6/26/2020 22:00,6537,7008,694,318,3846,1119,996,0,35,4,22,0,FALSE
5/20/2021 19:00,7451,7851,700,555,3924,1213,1361,30,67,3,19,0,FALSE
5/20/2021 20:00,7602,7774,699,494,3917,1215,1380,1,67,3,20,0,FALSE
5/20/2021 21:00,7740,7836,703,254,4057,1316,1432,0,73,3,21,0,FALSE
5/21/2021 17:00,6641,7426,695,590,3902,763,1069,333,74,4,17,0,FALSE
5/29/2021 18:00,6215,6837,709,564,3856,464,980,196,68,5,18,1,FALSE
5/29/2021 19:00,6356,6626,706,471,3879,463,984,54,68,5,19,1,FALSE
5/29/2021 20:00,6481,6564,708,395,3929,466,995,2,67,5,20,1,FALSE
5/29/2021 21:00,6798,6440,708,355,3873,467,967,0,69,5,21,1,FALSE
5/30/2021 7:00,5051,6144,709,80,3881,433,906,62,71,6,7,1,FALSE
5/30/2021 8:00,5363,6334,706,36,4005,433,916,164,72,6,8,1,FALSE
5/30/2021 9:00,5547,6414,708,57,3959,430,872,314,71,6,9,1,FALSE
5/30/2021 18:00,5673,6262,705,32,3964,463,865,162,68,6,18,1,FALSE
5/30/2021 19:00,5812,6427,708,35,4140,463,952,61,67,6,19,1,FALSE
5/30/2021 20:00,5970,6400,706,31,4165,463,958,8,67,6,20,1,FALSE
5/30/2021 21:00,6295,6412,709,71,4146,461,957,0,66,6,21,1,FALSE
5/30/2021 22:00,5985,6189,707,85,3926,463,940,0,67,6,22,1,FALSE
5/31/2021 9:00,7001,7330,710,873,3844,678,990,165,69,0,9,0,FALSE
5/31/2021 16:00,6719,7385,658,677,3875,720,1021,363,69,0,16,0,FALSE
5/31/2021 17:00,6641,7357,662,466,3968,785,1196,210,69,0,17,0,FALSE
5/31/2021 18:00,6688,7403,694,351,4012,854,1287,134,68,0,18,0,FALSE
5/31/2021 19:00,6776,7296,692,335,4034,840,1263,61,69,0,19,0,FALSE
5/31/2021 20:00,6989,7325,692,355,4047,864,1288,9,69,0,20,0,FALSE
5/31/2021 21:00,7101,7286,697,403,4016,841,1254,2,73,0,21,0,FALSE
5/31/2021 22:00,6671,7397,702,421,4097,845,1260,0,71,0,22,0,FALSE
5/31/2021 23:00,6213,7138,702,388,3867,845,1263,0,71,0,23,0,FALSE
6/1/2021 7:00,5848,7224,709,601,3841,684,1283,40,64,1,7,0,TRUE
6/1/2021 8:00,6357,7459,710,699,4103,492,1284,104,66,1,8,0,TRUE
6/1/2021 9:00,6784,7689,709,827,4066,521,1313,183,67,1,9,0,TRUE
6/1/2021 10:00,6850,7775,708,1141,3878,493,1251,235,66,1,10,0,TRUE
6/1/2021 13:00,6817,8434,711,2010,3856,467,1050,274,65,1,13,0,TRUE
6/1/2021 18:00,6685,8536,710,2061,3932,458,1225,84,65,1,18,0,TRUE
6/1/2021 19:00,6871,8513,707,2011,3969,460,1273,32,64,1,19,0,TRUE
6/1/2021 20:00,7005,8514,708,1979,3973,515,1272,3,62,1,20,0,TRUE
6/1/2021 21:00,6992,8331,707,1913,3863,515,1270,0,62,1,21,0,TRUE
6/2/2021 7:00,6640,7995,710,1452,3855,689,1163,58,66,2,7,0,FALSE
6/2/2021 8:00,7240,8515,708,1457,3950,922,1257,155,65,2,8,0,FALSE
6/2/2021 16:00,6989,9050,699,1986,3964,787,1243,305,65,2,16,0,FALSE
6/2/2021 20:00,7391,9012,706,2572,3960,690,1010,8,65,2,20,0,FALSE
6/2/2021 21:00,7442,9032,704,2575,3996,699,984,0,65,2,21,0,FALSE
6/4/2021 19:00,6779,7374,705,172,3878,1171,1326,61,59,4,19,0,FALSE
6/4/2021 20:00,6972,7369,704,136,3889,1210,1338,30,59,4,20,0,FALSE
6/4/2021 21:00,7166,7365,704,101,3901,1249,1350,0,59,4,21,0,FALSE
6/23/2021 20:00,7567,8129,1372,110,3998,1252,1301,23,73,2,20,0,FALSE
